handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_cc7935a4-c064-3f58-714e-e334ff700123,Variant,,,,,,,,97.0,true,,,InStock,,,,,Envelope liner - Digital,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cc7935a4-c064-3f58-714e-e334ff700123,Variant,,,,,,,,217.0,true,,,InStock,,,,,Wax Seal,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cc7935a4-c064-3f58-714e-e334ff700123,Variant,,,,,,,,96.0,true,,,InStock,,,,,Reception card,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cc7935a4-c064-3f58-714e-e334ff700123,Variant,,,,,,,,200.0,true,,,InStock,,,,,Details card,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cc7935a4-c064-3f58-714e-e334ff700123,Variant,,,,,,,,49.0,true,,,InStock,,,,,Return address,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cc7935a4-c064-3f58-714e-e334ff700123,Variant,,,,,,,,96.0,true,,,InStock,,,,,Details card,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cc7935a4-c064-3f58-714e-e334ff700123,Variant,,,,,,,,131.0,true,,,InStock,,,,,Envelope liner - Digital,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cc7935a4-c064-3f58-714e-e334ff700123,Variant,,,,,,,,754.0,true,,,InStock,,,,,Invitation,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cc7935a4-c064-3f58-714e-e334ff700123,Variant,,,,,,,,169.0,true,,,InStock,,,,,Reply set,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cc7935a4-c064-3f58-714e-e334ff700123,Variant,,,,,,,,87.0,true,,,InStock,,,,,Details card,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cc7935a4-c064-3f58-714e-e334ff700123,Variant,,,,,,,,82.0,true,,,InStock,,,,,Tab,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cc7935a4-c064-3f58-714e-e334ff700123,Variant,,,,,,,,148.0,true,,,InStock,,,,,Envelope liner - Digital,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cc7935a4-c064-3f58-714e-e334ff700123,Variant,,,,,,,,186.0,true,,,InStock,,,,,Wax Seal,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cc7935a4-c064-3f58-714e-e334ff700123,Variant,,,,,,,,25.0,true,,,InStock,,,,,Return address,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cc7935a4-c064-3f58-714e-e334ff700123,Variant,,,,,,,,153.0,true,,,InStock,,,,,Reception card,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cc7935a4-c064-3f58-714e-e334ff700123,Variant,,,,,,,,106.0,true,,,InStock,,,,,Reply set,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cc7935a4-c064-3f58-714e-e334ff700123,Variant,,,,,,,,78.0,true,,,InStock,,,,,Reception card,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cc7935a4-c064-3f58-714e-e334ff700123,Variant,,,,,,,,54.0,true,,,InStock,,,,,Return address,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cc7935a4-c064-3f58-714e-e334ff700123,Variant,,,,,,,,177.0,true,,,InStock,,,,,Details card,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cc7935a4-c064-3f58-714e-e334ff700123,Variant,,,,,,,,80.0,true,,,InStock,,,,,Envelope liner - Digital,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cc7935a4-c064-3f58-714e-e334ff700123,Variant,,,,,,,,195.0,true,,,InStock,,,,,Reply set,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Product,Ornate Design,"<p><em>Designed by Carlson Craft.</em></p><p>5 x 7"" Folded Pocket, Lace Laser-cut&nbsp;+ Digital Printed&nbsp; invitation +&nbsp;Delicate Monogram + Tab with Back Layer.</p><p>Shown with White Matte printed with White and Midnight Digital inks + Silver Shimmer Die-cut + Berry Pocket.</p><p>Elevate your invitation with optional matching Lace design Envelope liner.&nbsp;</p><p>Specify Pocket Orientation and color, color of Printed Layer + Die-cut color.</p><p>Enclosure cards sized to be staggered in pocket.&nbsp;</p><p>Invitations arrive needing assembly. Glue dots provided.</p><p>Request change of font or ink color in Special instructions.</p>",506c6a_093f836256c14b6ebcef0d8141c62fa2~mv2.jpg;506c6a_a2ee363409114f4a86dbc72a192ea67c~mv2.jpg;506c6a_4e9569cd327c4b70a60832ae71c9110b~mv2.jpg;506c6a_a9ace517ed2a4ecb997345e456ade69e~mv2.jpg;506c6a_11d2bbdd37014277b9873a4dcb65f16e~mv2.jpg;506c6a_57821d0b943b4a359f47a7a580618f61~mv2.jpg;506c6a_e04ecb0a9aff4881aecaac26da1831aa~mv2.jpg;506c6a_202c4325078e4008b30784335b206cd7~mv2.jpg;506c6a_9eeb63c63bd74d41bddff0278935fbe2~mv2.jpg;506c6a_df372da8d26a459e82e52e7da0a10c0f~mv2.jpg,Wedding,,,0.0,,true,PERCENT,0.0,InStock,0.0,,Item selection,DROP_DOWN,Invitation;Return address;Envelope liner - Digital;Reception card;Reply set;Details card;Wax Seal;Tab,Quantity,DROP_DOWN,25;50;75;100;125;150;175;200,,,,,,,,,,,,,,,,,,,,,,,,,Your wording,500,false,Special instructions,500,false,Carlson Craft
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,58.0,true,,,InStock,,,,,Tab,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,63.0,true,,,InStock,,,,,Envelope liner - Digital,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,833.0,true,,,InStock,,,,,Invitation,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,127.0,true,,,InStock,,,,,Tab,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,200.0,true,,,InStock,,,,,Reception card,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,38.0,true,,,InStock,,,,,Return address,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,384.0,true,,,InStock,,,,,Invitation,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,62.0,true,,,InStock,,,,,Wax Seal,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,86.0,true,,,InStock,,,,,Reply set,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,153.0,true,,,InStock,,,,,Details card,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,31.0,true,,,InStock,,,,,Wax Seal,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,129.0,true,,,InStock,,,,,Reception card,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,155.0,true,,,InStock,,,,,Wax Seal,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,112.0,true,,,InStock,,,,,Tab,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,105.0,true,,,InStock,,,,,Reception card,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,63.0,true,,,InStock,,,,,Tab,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,949.0,true,,,InStock,,,,,Invitation,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,46.0,true,,,InStock,,,,,Envelope liner - Digital,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,26.0,true,,,InStock,,,,,Envelope liner - Digital,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,129.0,true,,,InStock,,,,,Details card,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,114.0,true,,,InStock,,,,,Envelope liner - Digital,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,87.0,true,,,InStock,,,,,Reception card,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,283.0,true,,,InStock,,,,,Invitation,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,142.0,true,,,InStock,,,,,Reply set,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,43.0,true,,,InStock,,,,,Return address,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,59.0,true,,,InStock,,,,,Return address,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,485.0,true,,,InStock,,,,,Invitation,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,67.0,true,,,InStock,,,,,Tab,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,78.0,true,,,InStock,,,,,Details card,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,96.0,true,,,InStock,,,,,Reply set,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,124.0,true,,,InStock,,,,,Wax Seal,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,28.0,true,,,InStock,,,,,Return address,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,54.0,true,,,InStock,,,,,Tab,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,105.0,true,,,InStock,,,,,Details card,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,33.0,true,,,InStock,,,,,Return address,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,93.0,true,,,InStock,,,,,Wax Seal,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,248.0,true,,,InStock,,,,,Wax Seal,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,116.0,true,,,InStock,,,,,Reply set,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,182.0,true,,,InStock,,,,,Invitation,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,601.0,true,,,InStock,,,,,Invitation,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,221.0,true,,,InStock,,,,,Reply set,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,97.0,true,,,InStock,,,,,Tab,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,177.0,true,,,InStock,,,,,Reception card,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,97.0,true,,,InStock,,,,,Envelope liner - Digital,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,217.0,true,,,InStock,,,,,Wax Seal,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,96.0,true,,,InStock,,,,,Reception card,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,200.0,true,,,InStock,,,,,Details card,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,49.0,true,,,InStock,,,,,Return address,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,96.0,true,,,InStock,,,,,Details card,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,131.0,true,,,InStock,,,,,Envelope liner - Digital,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,717.0,true,,,InStock,,,,,Invitation,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,169.0,true,,,InStock,,,,,Reply set,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,87.0,true,,,InStock,,,,,Details card,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,82.0,true,,,InStock,,,,,Tab,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,148.0,true,,,InStock,,,,,Envelope liner - Digital,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,186.0,true,,,InStock,,,,,Wax Seal,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,25.0,true,,,InStock,,,,,Return address,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,153.0,true,,,InStock,,,,,Reception card,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,106.0,true,,,InStock,,,,,Reply set,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,78.0,true,,,InStock,,,,,Reception card,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,54.0,true,,,InStock,,,,,Return address,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,177.0,true,,,InStock,,,,,Details card,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,80.0,true,,,InStock,,,,,Envelope liner - Digital,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_47b70c86-2247-daaa-0b15-f94f607f249b,Variant,,,,,,,,195.0,true,,,InStock,,,,,Reply set,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Product,Blossom Border,"<p><em>Designed by Carlson Craft.</em></p><p>5 x 7"" Folded Pocket, Laser-cut with Watercolor Floral + Digital Printed&nbsp; invitation.</p><p>Shown with White Shimmer&nbsp;printed layer + White Shimmer Blossom Die-cut + Navy Shimmer Pocket + Tab with Backer layer.</p><p>Wording printed with Midnight + Claret Peony Digital.</p><p>Elevate your invitation with optional matching&nbsp;Envelope liner.&nbsp;</p><p>Seal your envelope&nbsp; or invitation with custom Wax Seal in your choice of color .</p><p>Specify Pocket Orientation and color, color of Printed Layer + Die-cut color.</p><p>Enclosure cards sized to be staggered in pocket.&nbsp;</p><p>Invitations arrive needing assembly. Glue dots provided.</p><p>Request change of font or ink color in Special instructions.</p>",506c6a_d57db1bcb9984300b1828cbfa02d65b5~mv2.jpg;506c6a_570556579de6463f9807b94edde89c93~mv2.jpg;506c6a_12d15d8df40a468abb9f5155ec3562a0~mv2.jpg;506c6a_43361678190d4f789ac4dc11897902ca~mv2.jpg;506c6a_c5fa0bed354a41f9ae3e85a219bd38fd~mv2.jpg;506c6a_c2fb053d1bd14905957eca456b1da6b4~mv2.jpg;506c6a_8a04edf619f14c36a652b0401e5b1721~mv2.jpg;506c6a_d41b06ed782444939e5843424786eb5d~mv2.jpg;506c6a_d948f3db4ffa43d49c87ba0f6662b5d1~mv2.jpg;506c6a_0e7c7627e02541b19d6167797a2ab4e5~mv2.jpg,Wedding,,,0.0,,true,PERCENT,0.0,InStock,0.0,,Item selection,DROP_DOWN,Invitation;Tab;Return address;Envelope liner - Digital;Reception card;Reply set;Details card;Wax Seal,Quantity,DROP_DOWN,25;50;75;100;125;150;175;200,,,,,,,,,,,,,,,,,,,,,,,,,Your wording,500,false,Special instructions,500,false,Carlson Craft
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,62.0,true,,,InStock,,,,,Tab,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,63.0,true,,,InStock,,,,,Envelope liner - Digital,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,875.0,true,,,InStock,,,,,Invitation,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,146.0,true,,,InStock,,,,,Tab,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,248.0,true,,,InStock,,,,,Reception card,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,38.0,true,,,InStock,,,,,Return address,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,402.0,true,,,InStock,,,,,Invitation,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,62.0,true,,,InStock,,,,,Wax Seal,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,89.0,true,,,InStock,,,,,Reply set,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,189.0,true,,,InStock,,,,,Details card,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,31.0,true,,,InStock,,,,,Wax Seal,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,159.0,true,,,InStock,,,,,Reception card,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,155.0,true,,,InStock,,,,,Wax Seal,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,128.0,true,,,InStock,,,,,Tab,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,129.0,true,,,InStock,,,,,Reception card,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,69.0,true,,,InStock,,,,,Tab,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,997.0,true,,,InStock,,,,,Invitation,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,46.0,true,,,InStock,,,,,Envelope liner - Digital,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,26.0,true,,,InStock,,,,,Envelope liner - Digital,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,159.0,true,,,InStock,,,,,Details card,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,114.0,true,,,InStock,,,,,Envelope liner - Digital,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,99.0,true,,,InStock,,,,,Reception card,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,295.0,true,,,InStock,,,,,Invitation,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,157.0,true,,,InStock,,,,,Reply set,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,43.0,true,,,InStock,,,,,Return address,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,59.0,true,,,InStock,,,,,Return address,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,509.0,true,,,InStock,,,,,Invitation,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,76.0,true,,,InStock,,,,,Tab,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,84.0,true,,,InStock,,,,,Details card,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,102.0,true,,,InStock,,,,,Reply set,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,124.0,true,,,InStock,,,,,Wax Seal,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,28.0,true,,,InStock,,,,,Return address,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,55.0,true,,,InStock,,,,,Tab,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,129.0,true,,,InStock,,,,,Details card,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,33.0,true,,,InStock,,,,,Return address,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,93.0,true,,,InStock,,,,,Wax Seal,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,248.0,true,,,InStock,,,,,Wax Seal,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9d3e221-ccb2-c08a-0b22-688e0e01e7dd,Variant,,,,,,,,128.0,true,,,InStock,,,,,Reply set,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
